Premises Name|Address|postcode|Local Authority|Type|Products Sold|Company Name|Status
seagate convenience store |seagate convenience store, 63 Seagate DD1 2EH|DD1 2EH|Dundee City|Convenience Store|Tobacco And Nicotine Vapour Products|seagate convenience  |Active
Seagate Paper Shop|Claypotts enterprises Ltd , Seagate DD1 2HR|DD1 2HR|Dundee City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Claypotts enterprises Ltd |Active
seapark filling station|seapark road, kinloss IV36 3TJ|IV36 3TJ|Moray|Forecourt Garage|Tobacco Only|seapark filling station|Inactive
Seapark Filling Station|Seapark Filling Station, Seapark Road, Kinloss IV36 3TJ|IV36 3TJ|Moray|Forecourt Garage|Tobacco And Nicotine Vapour Products|GLEANER LIMITED|Active
seasonal treats|13-17 craigshill shopping mall,  EH4 5DZ|EH4 5DZ|West Lothian|Other Retail|Nicotine Vapour Products Only|seasonal treats|Inactive
Seatons Stores|1 School Walk,  AB24 1XX|AB24 1XX|Aberdeen City|Convenience Store|Tobacco And Nicotine Vapour Products|SeatonStores|Active
Seaview Hotel|County Road,  KW1 4YR|KW1 4YR|Highland|Hotel|Tobacco Only|John O'Groats Leisure Ltd|Active
Seaview Stores|Ness Road, Burray KW17 2SS|KW17 2SS|Orkney Islands|Convenience Store|Tobacco Only|Seaview Stores|Active
Seaway Chip Shop|6 Reform Street, Monifieth DD5 4BA|DD5 4BA|Angus|Other Catering|Tobacco Only|Seaway Chip Shop|Inactive
Second time Around|Second time around, 495a calder road edinburgh  EH11 4AW|EH11 4AW|Edinburgh City|Other Retail|Nicotine Vapour Products Only|Second time around |Active
Second time Around|Second time around, 495a calder road edinburgh  EH11 4AW|EH11 4AW|Edinburgh City|Other Retail|Nicotine Vapour Products Only|Second time around |Inactive
Seedhill Convenience Store Ltd|19 Seedhill Road,  PA1 1RT|PA1 1RT|Renfrewshire|Convenience Store|Tobacco Only|Seedhill Convenience Store Ltd|Active
Seedhill Express Ltd|19 Seedhill Road,  PA1 1RT|PA1 1RT|Renfrewshire|Convenience Store|Tobacco And Nicotine Vapour Products|Seedhill Express Ltd|Active
Seedhill Food Store|78 Seedhill Road, Seedhill PA1 1QT|PA1 1QT|Renfrewshire|Convenience Store|Tobacco Only|SFF Limited|Active
Seedhill Superstore Ltd|19 Seedhill Road,  PA1 1RT|PA1 1RT|Renfrewshire|Convenience Store|Tobacco And Nicotine Vapour Products|Seedhill Superstore Ltd|Active
Segton Bar|20/21 Sunnyside Road, Coatbridge ML5 3DG|ML5 3DG|North Lanarkshire|Public House|Tobacco Only|Cherwell Tobacco|Inactive
SEHAR SATTAR|RITE PRICE, 2 Holmlea Road G44 4AH|G44 4AH|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|SEHAR SATTAR|Active
Seimo seito|11 nith place,  DG1 2PL|DG1 2PL|Dumfries and Galloway|Other Catering|Tobacco And Nicotine Vapour Products|Dumfries foods ltd|Active
Select Stores|1-1a Moray Way North,  KY11 9NH|KY11 9NH|Fife|Off-Licence|Tobacco Only|Select Stores|Inactive
Selkirk- 70 High Street|70 High St, Selkirk TD7 4DD|TD7 4DD|Scottish Borders|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
Semi Chem|27 West Stewart Street,  PA15 1SN|PA15 1SN|Inverclyde|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|132 Union Street,  ML9 1EF|ML9 1EF|South Lanarkshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|120-122 High Street,  KA12 8AH|KA12 8AH|North Ayrshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|1-3 Cheapside Street,  KA1 1HX|KA1 1HX|East Ayrshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|75/77 Main Street,  ML2 7AB|ML2 7AB|North Lanarkshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|26 Countess Street,  KA21 5HW|KA21 5HW|North Ayrshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|178 High Street,  DD11 1HW|DD11 1HW|Angus|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|23 St David Street,  DD9 6EG|DD9 6EG|Angus|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|3A Rotterdam Street,  KW14 8AA|KW14 8AA|Highland|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|50 High Street,  TD9 9EE|TD9 9EE|Scottish Borders|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|Unit 1D, The Regent Centre EH49 7HU|EH49 7HU|West Lothian|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Inactive
Semi Chem|Unit 32, Wester Hailes Shopping Centre EH14 2SW|EH14 2SW|Edinburgh City|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|16 East High Street,  DD8 2EG|DD8 2EG|Angus|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|47-49 High Street,  DD10 8LR|DD10 8LR|Angus|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Inactive
Semi Chem|1B Bank Street,  ML6 6AF|ML6 6AF|North Lanarkshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|1-5 Quarry Street,  ML3 7AW|ML3 7AW|South Lanarkshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|37 Hairst Street,  PA4 8QU|PA4 8QU|Renfrewshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|57 High Street,  G82 1LS|G82 1LS|West Dunbartonshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|53 Main Street,  KA30 8AQ|KA30 8AQ|North Ayrshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|8-9 Newkirkgate,  EH6 6AD|EH6 6AD|Edinburgh City|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|50 High Street,  KY8 4NA|KY8 4NA|Fife|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|9 West Main Street,  EH48 3PZ|EH48 3PZ|West Lothian|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|72 Victoria Street,  DG8 6DB|DG8 6DB|Dumfries and Galloway|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|3 Charlotte Street,  DG9 7EJ|DG9 7EJ|Dumfries and Galloway|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|8-10 Mill Street, Candleriggs FK10 1EA|FK10 1EA|Clackmannanshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Inactive
Semi Chem|13 Port Street,  FK8 2EJ|FK8 2EJ|Stirling|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Inactive
Semi Chem|Unit 2 Kilmartin Court, Shore Street PA34 4NT|PA34 4NT|Argyll and Bute|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|Unit 1 Airds Crossing, High Street PH33 6EU|PH33 6EU|Highland|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|17-18 Greenfern Place, Mastrick Shopping Centre AB16 6JR|AB16 6JR|Aberdeen City|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|Unit 34a, 6 Lady Road EH16 5PB|EH16 5PB|Edinburgh City|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|9-13 Crossgate,  KY15 5HA|KY15 5HA|Fife|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|335-337 High Street,  KY4 9QJ|KY4 9QJ|Fife|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|Unit 3, 23-31 Queensgate IV1 1DG|IV1 1DG|Highland|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|67 Cowgate,  G66 1HW|G66 1HW|East Dunbartonshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|Unit 8 Springburn Shopping Centre, 230 Springburn Way G21 1TS|G21 1TS|Glasgow City|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|42 High Street,  ML8 4AJ|ML8 4AJ|South Lanarkshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|146 King Street,  DG7 1LU|DG7 1LU|Dumfries and Galloway|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|39 High Street,  EH41 3EE|EH41 3EE|East Lothian|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|2-4 George Place,  EH48 1NP|EH48 1NP|West Lothian|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|7 East Church Street,  AB56 1EX|AB56 1EX|Moray|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|21 High Street,  PH10 6ET|PH10 6ET|Perth and Kinross|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|17 High Street,  PH7 3HU|PH7 3HU|Perth and Kinross|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|Unit 1 Drummers Corner,  AB42 1ZP|AB42 1ZP|Aberdeenshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|23-27 Broad Street,  AB43 9AE|AB43 9AE|Aberdeenshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|55 High Street,  KW1 4NE|KW1 4NE|Highland|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Inactive
Semi Chem|79-81 Glaisnock Street,  KA18 1BX|KA18 1BX|East Ayrshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|20 Brandon Parade South,  ML1 1RB|ML1 1RB|North Lanarkshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|31 Castlemilk Arcade, The Braes Shopping Centre G45 9AA|G45 9AA|Glasgow City|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|44-46 Central Way Piazza,  PA1 1EL|PA1 1EL|Renfrewshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|102 Argyll Street,  PA23 7NE|PA23 7NE|Argyll and Bute|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|102-104 Montague Street,  PA20 0HW|PA20 0HW|Argyll and Bute|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|Unit 7, 150 High Street EH21 7DZ|EH21 7DZ|East Lothian|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|47 Allardice Street,  AB39 2AD|AB39 2AD|Aberdeenshire|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|33/35 High Street,  EH22 1JP|EH22 1JP|Midlothian|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|136 High Street,  EH15 1AH|EH15 1AH|Edinburgh City|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|25 High Street,  IV12 4AG|IV12 4AG|Highland|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|Unit 3, 138 High Street,  DD2 3BZ|DD2 3BZ|Dundee City|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|427 Victoria Road, Glasgow G42 8RW|G42 8RW|Glasgow City|Other Retail|Nicotine Vapour Products Only|Semi Chem Ltd|Active
Semi Chem|47-53 East Main Street,  EH52 5EE|EH52 5EE|West Lothian|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|68 Main Street,  ML5 3BQ|ML5 3BQ|North Lanarkshire|Other Retail|Nicotine Vapour Products Only|Semi Chem Ltd|Active
Semi Chem|236 Main Street,  ML4 1AB|ML4 1AB|North Lanarkshire|Other Retail|Nicotine Vapour Products Only|Semi Chem Ltd|Active
Semi Chem|Unit 4 Roxburgh Court, 4 Roxburgh Street TD5 7DN|TD5 7DN|Scottish Borders|Other Retail|Nicotine Vapour Products Only|Semi Chem Ltd|Active
Semi Chem|Unit 1, 9 William Street PA5 8DP|PA5 8DP|Renfrewshire|Other Retail|Nicotine Vapour Products Only|Semi Chem Ltd|Active
Semi Chem|16/18 Sinclair Street,  G84 8SU|G84 8SU|Argyll and Bute|Other Retail|Nicotine Vapour Products Only|Semi Chem Ltd|Active
Semi Chem|189 St Johns Road,  EH12 7SL|EH12 7SL|Edinburgh City|Other Retail|Nicotine Vapour Products Only|Semi Chem Ltd|Active
Semi Chem|60 High Street,  EH45 8SW|EH45 8SW|Scottish Borders|Other Retail|Nicotine Vapour Products Only|Semi Chem Ltd|Active
Semi Chem|34 Main Street,  EH47 0QX|EH47 0QX|West Lothian|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Active
Semi Chem|44 Princess Street,  PA14 5JQ|PA14 5JQ|Inverclyde|Other Retail|Nicotine Vapour Products Only|Semi Chem Ltd|Active
Semi Chem|76-78 Sylvania Way, Clydebank Shopping Centre G81 2TL|G81 2TL|West Dunbartonshire|Other Retail|Nicotine Vapour Products Only|Semi Chem Ltd|Active
Semi Chem|248 Brook Street,  DD5 2AH|DD5 2AH|Dundee City|Other Retail|Nicotine Vapour Products Only|Semi Chem Ltd|Active
Semi Chem|49 Union Street,  AB11 5BN|AB11 5BN|Aberdeen City|Other Retail|Tobacco And Nicotine Vapour Products|Semi Chem Ltd|Inactive
send and spend ltd|217 main st, rutherglen G73 2HH|G73 2HH|South Lanarkshire|Convenience Store|Tobacco Only|send and spend ltd|Inactive
Sergeants’ Mess, 45 Commando Royal Marines|Royal Marines, Condor DD11 3SP|DD11 3SP|Angus|Private Club|Tobacco Only|Sergeants’ Mess, 45 Commando Royal Marines|Active
Serve and Save Licensed Grocer|1A Muir Road, Bellsmyre G82 3DF|G82 3DF|West Dunbartonshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|Serve and Save|Active
Settle Inn|91 St. Mary�s Wynd, STIRLING FK8 1BU|FK8 1BU|Stirling|Public House|Tobacco Only|BELHAVEN LEASED PUBS|Inactive
Seven Days|188 Argyll Street,  PA23 7HA|PA23 7HA|Argyll and Bute|Convenience Store|Tobacco And Nicotine Vapour Products|Seven Days|Active
Seven Spices|405 High Street,  KY1 2SG|KY1 2SG|Fife|Other Catering|Tobacco And Nicotine Vapour Products|Bombay groser/seven spices|Inactive
Seven to 7|Kenya Store, 142 Station Road ML7 4BA|ML7 4BA|North Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Sevento7ltd|Active
Sevendays Stores|60 Kirkton Street,  ML8 4AD|ML8 4AD|South Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|Sevendays Stores|Active
Seventh Heaven|15 Elmbank Gardens,  G2 4NQ|G2 4NQ|Glasgow City|Nightclub|Tobacco Only|Seventh Heaven|Active
Seymour Store & Takeaway|24b Seymour Avenue,  KA13 7PQ|KA13 7PQ|North Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Seymour store & takeaway |Active
SGN Jet Stirling |Glasgow road,  FK7 8HQ|FK7 8HQ|Stirling|Forecourt Garage|Tobacco And Nicotine Vapour Products|saranya ltd|Active
Shabir Newsagent|219 Gorgie Road,  EH11 1TU|EH11 1TU|Edinburgh City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Shabir Newsagent|Inactive
Shad Supermarket (Nisa Store)|32 Redburn Road,  EH32 9NG|EH32 9NG|East Lothian|Convenience Store|Tobacco Only|n/a|Active
shad superstore|112 fraser avenue,  KY11 1EH|KY11 1EH|Fife|Off-Licence|Tobacco And Nicotine Vapour Products|shad superstore|Inactive
Shad's Local Store|36B Mansfield Avenue, Sauchie FK10 3LG|FK10 3LG|Clackmannanshire|Convenience Store|Tobacco And Nicotine Vapour Products|ANA_Shads_Local_Ltd@hotmail.com|Inactive
shah newsagents|106 minard road,  G41 2DL|G41 2DL|Glasgow City|Other Retail|Tobacco Only|shah news agents|Active
Shaheen Newsagent|24 Glasgow Road,  EH12 8HL|EH12 8HL|Edinburgh City|Convenience Store|Tobacco Only|Shaheen Newsagent|Inactive
Shahi Palace|346 Gorgie Road,  EH11 2QU|EH11 2QU|Edinburgh City|Restaurant|Tobacco Only|Shahi Palace|Active
SHAH'S CURRY HOUSE|74 John Finnie Street,  KA1 1BS|KA1 1BS|South Ayrshire|Other Catering|Tobacco Only|PEER MAHAL LIMITED|Active
Shah's Palace|25 John Finnie Street,  KA1 1BL|KA1 1BL|East Ayrshire|Restaurant|Tobacco Only|Shah's Palace|Active
Shah's Store|332 Tollcross Road,  G31 4XR|G31 4XR|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Shah's Store|Active
Shahz’s|12 Dolphin Avenue , currie EH14 5RL|EH14 5RL|Edinburgh City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Shahzscotland ltd |Active
Shakeels|32 Munro Street,  KY1 1PY|KY1 1PY|Fife|Confectionary / Tobacconist / Newsagents|Tobacco Only|Shakeels|Inactive
Shakes n cakes |149 Spital,  AB24 3HX|AB24 3HX|Aberdeen City|Other Catering|Nicotine Vapour Products Only|SHAKES N CAKES ABERDEEN |Active
Shakes n cakes @ the nile |Dee street , 3 Dee Street AB31 5ST|AB31 5ST|Aberdeenshire|Other Catering|Nicotine Vapour Products Only|Shakes n Cakes |Active
shalamar|8 ladyburn street, seedhill PA1 1PH|PA1 1PH|Renfrewshire|Off-Licence|Tobacco Only|shalamar superstore|Active
Shalamar Superstore|Shala Superstore, 8 Ladyburn Street PA1 1PH|PA1 1PH|Renfrewshire|Convenience Store|Tobacco And Nicotine Vapour Products|Shalamar Superstore|Active
Shalimar|101B/101C Queensferry Road,  KY11 2PU|KY11 2PU|Fife|Other Catering|Tobacco Only|Nisa Extra|Inactive
Shamanic|210 - 212 High Street,  PH1 5PA|PH1 5PA|Perth and Kinross|Other Retail|Tobacco Only|shamanic|Active
Shamini Logendra|38 Main Street ,  G67 4DZ|G67 4DZ|South Lanarkshire|Forecourt Garage|Tobacco Only|Shamini Logendran |Active
Shamoons|50 Broughton Street,  EH1 3SA|EH1 3SA|Edinburgh City|Supermarket and Other Retail Outlets|Tobacco Only|Shamoons|Inactive
Shamrock Street|Shamrock St , Townhill Rd KY12 0JH|KY12 0JH|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
shans dinemore|23 Bridge Street,  KA4 8AE|KA4 8AE|East Ayrshire|Other Catering|Tobacco And Nicotine Vapour Products|lifestyle express|Active
SHARMA CONVENIENCE STORE|90-92, Glenogill Terrace DD8 1NG|DD8 1NG|Angus|Convenience Store|Tobacco And Nicotine Vapour Products|SHARMA CONVENIENCE STORE|Active
SHARMA CONVENIENCE STORE|120 , Hill Town Dundee DD3 7BG|DD3 7BG|Dundee City|Convenience Store|Tobacco And Nicotine Vapour Products|SHARMA CONVENIENCE STORE HILL TOWN|Active
Sharphill Store|94 Raise Street,  KA21 5JY|KA21 5JY|North Ayrshire|Convenience Store|Tobacco Only|Tahir Ramzan t/a Sharphill Store|Inactive
Sharphill stores|94 Raise Street,  KA21 5JY|KA21 5JY|North Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Sharphill stores|Active
Shatin Takeaway|430 Old Edinburgh Road, Uddingston G71 6PJ|G71 6PJ|North Lanarkshire|Other Catering|Tobacco Only|Shatin Takeaway|Active
Shaukat Convenience Store|1 Wolseley Terrace,  EH8 7AB|EH8 7AB|Edinburgh City|Convenience Store|Tobacco And Nicotine Vapour Products|Shaukat Convience Store|Active
shaw stores|25 shaw road prestwick, 25 shaw stores KA9 2LW|KA9 2LW|South Ayrshire|Other Retail|Tobacco Only|shaw stores|Active
Shawbost Post Office|16 North Shawbost,  HS2 9BD|HS2 9BD|Comhairle nan Eilean Siar|Convenience Store|Tobacco Only|Shawbost Post Office|Inactive
Shawbost Shop and Cafe Ltd.|Shawbost Shop and Cafe Ltd., Raebhat House HS2 9BD|HS2 9BD|Comhairle nan Eilean Siar|Convenience Store|Tobacco Only|Shawbost Shop and Cafe Ltd.|Inactive
Shawbridge Newsagents|199 Shawbridge Street,  G43 1QN|G43 1QN|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Shawbridge Newsagents|Active
